,Participant_ID,Level,Mistake_Number,Mistake_Time_Stamp,Event_GSR,Event_HR,Event_RMSSD,Event_SDNN,Event_Mean_NNI,Event_LFN,Event_HFN,Event_LFHF_Ratio,Event_GSR_Peaks_Count,Event_GSR_Peak_Amplitude
919,2D0804,Level 3,305,1322718.318,5.1983635421559695,79.58333333333333,1237.737048003331,798.5174710143489,778.1666666666666,40.28227142707152,59.717728572928486,0.6745446015730154,3,0.011400073691438861
920,2D0804,Level 3,307,1322759.507,5.196042048517133,79.58333333333333,1237.737048003331,798.5174710143489,778.1666666666666,40.28227142707152,59.717728572928486,0.6745446015730154,3,0.011536803263483178
921,2D0804,Level 3,309,1322801.212,5.194157118946707,79.58333333333333,1237.737048003331,798.5174710143489,778.1666666666666,40.28227142707152,59.717728572928486,0.6745446015730154,3,0.0107170748990731
922,2D0804,Level 3,312,1322856.403,5.191583958958777,79.58333333333333,1237.737048003331,798.5174710143489,778.1666666666666,40.28227142707152,59.717728572928486,0.6745446015730154,3,0.01087284902609855
923,2D0804,Level 3,314,1322898.305,5.189786342204247,79.3076923076923,1210.4733234014977,795.9783852238637,839.6153846153846,35.03788006786871,64.96211993213127,0.539358630914051,3,0.010549781990353085
924,2D0804,Level 3,316,1322940.267,5.187680562577484,79.3076923076923,1210.4733234014977,795.9783852238637,839.6153846153846,35.03788006786871,64.96211993213127,0.539358630914051,3,0.010713648924922714
925,2D0804,Level 3,319,1322996.115,5.1853077084637995,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.010486343661167283
926,2D0804,Level 3,321,1323037.817,5.1836487650010215,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.010185033653445044
927,2D0804,Level 3,323,1323080.872,5.181727883097599,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.009933014368174023
928,2D0804,Level 3,325,1323121.255,5.180353627868962,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.009608100526813754
929,2D0804,Level 3,328,1323178.361,5.178853171923867,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.008931322109932291
930,2D0804,Level 3,330,1323219.356,5.177798806472457,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.009066948545314132
931,2D0804,Level 3,332,1323260.699,5.176526616904524,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.008792272088999846
932,2D0804,Level 3,335,1323316.78,5.175086675761121,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.008521085587536628
933,2D0804,Level 3,337,1323358.121,5.1740566883991725,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.008700398769096535
934,2D0804,Level 3,339,1323400.396,5.1728278427824295,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.007815019541253826
935,2D0804,Level 3,341,1323441.547,5.171817011914827,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.007867246015014817
936,2D0804,Level 3,344,1323497.808,5.170393593888766,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,0.007183964521229685
937,2D0804,Level 3,346,1323539.055,5.169384067538863,78.81818181818181,1325.8547054636115,871.6370595817755,848.1818181818181,30.781951644316845,69.21804835568317,0.4447099040721435,3,
