,index,Timestamp,Heart rate,R-R interval,MarkerName,GSR Conductance CAL
6171,114783,797588.3034,,,LeftSwitchPressed,
6172,114784,797590.4352,,,,12.163214253806585
6173,114785,797598.2477,,,,12.173424716978724
6174,114786,797606.0602,,,,12.168319485392656
6175,114787,797613.8727,,,,12.17852994856479
6176,114788,797621.6852,,,,12.18363518015086
6177,114789,797629.4977,,,,12.18363518015086
6178,114790,797637.3102,,,,12.188740411736925
6179,114791,797645.1227,,,,12.193845643322994
6180,114792,797652.9352,,,,12.19895087490906
6181,114793,797660.7477,,,,12.19895087490906
6182,114794,797668.5602,,,,12.204056106495132
6183,114795,797676.3727,,,,12.2091613380812
6184,114796,797684.1852,,,,12.214266569667268
6185,114797,797691.9977,,,,12.219371801253336
6186,114798,797699.8102,,,,12.234687496011531
6187,114799,797707.359457845,74.0,1099.0,,
6188,114800,797707.359457845,74.0,802.0,,
6189,114801,797707.6227,,,,12.2244770328394
6190,114802,797715.4352,,,,12.234687496011531
6191,114803,797723.2477,,,,12.239792727597605
6192,114804,797731.0602,,,,12.239792727597605
6193,114805,797738.8727,,,,12.25000319076974
6194,114806,797746.6852,,,,12.255108422355809
6195,114807,797754.4977,,,,12.255108422355809
6196,114808,797762.3102,,,,12.255108422355809
6197,114809,797770.1227,,,,12.265318885527943
6198,114810,797777.9352,,,,12.265318885527943
6199,114811,797785.7477,,,,12.270424117114008
6200,114812,797793.5602,,,,12.27552934870008
6201,114813,797801.3727,,,,12.280634580286144
6202,114814,797809.1852,,,,12.280634580286144
6203,114815,797816.9977,,,,12.285739811872215
6204,114816,797824.8102,,,,12.290845043458283
6205,114817,797832.6227,,,,12.295950275044348
6206,114818,797840.4352,,,,12.295950275044348
6207,114819,797848.2477,,,,12.30105550663042
6208,114820,797856.0602,,,,12.30105550663042
6209,114821,797863.8727,,,,12.306160738216484
6210,114822,797871.6852,,,,12.306160738216484
6211,114823,797879.4977,,,,12.311265969802552
6212,114824,797887.3102,,,,12.31637120138862
6213,114825,797895.1227,,,,12.321476432974691
6214,114826,797902.9352,,,,12.321476432974691
6215,114827,797910.7477,,,,12.326581664560756
6216,114828,797918.5602,,,,12.331686896146826
6217,114829,797926.3727,,,,12.336792127732894
6218,114830,797934.1852,,,,12.336792127732894
6219,114831,797941.9977,,,,12.34700259090503
6220,114832,797949.8102,,,,12.34700259090503
6221,114833,797957.6227,,,,12.352107822491098
6222,114834,797965.4352,,,,12.352107822491098
6223,114835,797973.2477,,,,12.367423517249302
6224,114836,797981.0602,,,,12.367423517249302
6225,114837,797988.8727,,,,12.37252874883537
6226,114838,797996.6852,,,,12.37252874883537
6227,114839,798004.4977,,,,12.377633980421438
6228,114840,798012.3102,,,,12.38784444359357
6229,114841,798020.1227,,,,12.39294967517964
6230,114842,798027.9352,,,,12.39294967517964
6231,114843,798035.7477,,,,12.39294967517964
6232,114844,798043.5602,,,,12.40826536993784
6233,114845,798051.3727,,,,12.40826536993784
6234,114846,798059.1852,,,,12.40826536993784
6235,114847,798066.9977,,,,12.418475833109978
6236,114848,798074.8102,,,,12.423581064696046
6237,114849,798082.6227,,,,12.428686296282114
6238,114850,798090.4352,,,,12.428686296282114
6239,114851,798098.2477,,,,12.438896759454249
6240,114852,798106.0602,,,,12.433791527868182
6241,114853,798113.8727,,,,12.444001991040318
6242,114854,798121.6852,,,,12.449107222626385
6243,114855,798129.4977,,,,12.454212454212453
